id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
512,"Orbit: Island","Designed for campaign-first tables, Orbit: Island channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. Rule overhead stays modest thanks to consistent icon grammar, even while strategic depth rises sharply after the first two plays. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Veteran groups report that Orbit: Island shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Legacy|Solo|Cards,Abstract,31.10,1,9,83,"Clockwork Labs","Lena Ortiz",2019,/images/fixtures/game_0512.png,2025-12-18T22:18:25+00:00,2026-03-26T10:29:41+00:00,"-0.5401,0.3866,0.0362,0.5576,0.0656,0.0292,-0.9363,-0.7125"
513,"Gang of Dice Expressive","Gang of Dice Expressive blends Eurogame structure with Legacy chaos, delivering 99-minute arcs where every decision compounds into later chapters. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Core turns revolve around initiative bidding: commit actions, resolve conflicts, then pivot as event decks introduce 4 escalating complications. Few designs blend Eurogame and Legacy this smoothly while remaining approachable across varied player counts.",,"Engine Building|Dice|Legacy",Eurogame,73.56,2,9,128,"Indigo Forge","Nico Valdez",1996,/images/fixtures/game_0513.png,2025-11-08T04:31:10+00:00,2026-03-26T10:29:41+00:00,"0.5011,-0.2766,-0.9333,0.3361,-0.3737,0.3443,-0.4451,0.136"
514,"Zoo Vadis: Arena","Built around Strategy systems, Zoo Vadis: Arena pushes Engine Building choices across 7 linked sessions and rewards tables that enjoy frontier diplomacy. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 8 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Legacy|Dice|Engine Building",Strategy,26.45,3,9,63,"Nimbus Games","Lena Ortiz",2010,/images/fixtures/game_0514.png,2025-10-01T03:23:11+00:00,2026-03-26T10:29:41+00:00,"-0.2133,0.2336,-0.9147,-0.679,-0.5198,0.2061,-0.0335,-0.1073"
515,"Silos: Island","Part campaign and part systems puzzle, Silos: Island asks 1–7 players players to master Thematic priorities under feast-or-famine pressure. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Campaign logs track table history, so failed gambits still unlock content; expect up to 10 relic-style upgrades that alter scoring priorities. Because scoring vectors drift over time, tables that over-specialize early often get punished once Engine Building effects begin stacking. Veteran groups report that Silos: Island shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Engine Building|Campaign",Thematic,39.49,2,7,170,"Clockwork Labs","Lena Ortiz",2019,/images/fixtures/game_0515.png,2025-05-05T10:34:01+00:00,2026-03-26T10:29:41+00:00,"0.2169,-0.9053,-0.9718,0.3486,0.0226,-0.9462,-0.5527,0.1026"
516,"Tatari: Chronicles","Tatari: Chronicles is a mid-weight hobby Eurogame title for 2–6 players that leans into Solo, Engine Building, Campaign and Legacy and draft-and-resolve rounds play. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. By mid-campaign, 10 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Veteran groups report that Tatari: Chronicles shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Solo|Engine Building|Campaign|Legacy",Eurogame,51.27,2,7,87,"Nimbus Games","Akira Flynn",1992,/images/fixtures/game_0516.png,2025-03-27T04:07:48+00:00,2026-03-26T10:29:41+00:00,"0.6199,0.372,-0.1755,-0.7072,0.957,-0.2902,0.0454,-0.538"
517,"Strategic Bazaar","Strategic Bazaar opens like a classic Strategy game, then quickly reveals Tile Laying layers that reward long-form table memory. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Action windows stay short, but consequence chains run long, especially in sessions around 82 minutes where adaptation beats scripted play. Only adaptable crews master Strategic Bazaar, where discarded cards return as global events and long-term planning matter as much as tactical brilliance.",,"Cards|Miniatures|Tile Laying",Strategy,42.62,1,6,105,"Indigo Forge","Nico Valdez",2003,/images/fixtures/game_0517.png,2025-08-19T20:44:27+00:00,2026-03-26T10:29:41+00:00,"-0.6213,-0.3041,-0.2444,-0.9846,-0.1119,-0.8038,-0.6379,0.011"
518,"Sunken Observatory","Sunken Observatory blends Abstract structure with Miniatures chaos, delivering 51-minute arcs where every decision compounds into later chapters. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 51 minutes where adaptation beats scripted play. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Miniatures|Campaign,Abstract,37.94,4,5,120,"Nimbus Games","Lena Ortiz",2000,/images/fixtures/game_0518.png,2025-04-10T17:38:18+00:00,2026-03-26T10:29:41+00:00,"0.1951,0.7187,0.6277,0.1105,-0.0616,0.1494,-0.0606,-0.3353"
519,"My City: Alliance","My City: Alliance opens like a classic Deck Building game, then quickly reveals Dice layers that reward long-form table memory. Its Deck Building framework encourages risky pivots, especially once table politics reshape priorities. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Only adaptable crews master My City: Alliance, where the map physically changes every era and long-term planning matter as much as tactical brilliance.",,"Dice|Cards|Campaign|Engine Building","Deck Building",31.87,3,10,113,"Silver Oak Studio","Nico Valdez",2012,/images/fixtures/game_0519.png,2025-10-06T11:40:41+00:00,2026-03-26T10:29:41+00:00,"-0.8029,-0.4229,-0.5726,0.8918,0.5584,-0.4531,-0.5788,0.9686"
520,"Trio: Championship","Trio: Championship frames political intrigue as a living sandbox: each scenario escalates pressure while 1–5 players teams improvise around shifting incentives. Its Thematic framework encourages risky pivots, especially once table politics reshape priorities. Round structure forces meaningful tradeoffs between tempo and efficiency; over 5 chapters, even small resource leaks become strategic liabilities. A standout mechanic tied to Solo means even safe plans can collapse if opponents read your tempo one round ahead. Win or lose, Trio: Championship tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Legacy|Campaign|Miniatures|Solo,Thematic,74.10,1,6,89,"Indigo Forge","Soraya Kline",1995,/images/fixtures/game_0520.png,2025-05-16T14:32:23+00:00,2026-03-26T10:29:41+00:00,"-0.5504,0.1635,0.8281,0.7693,0.6925,0.0274,-0.1279,-0.5556"
521,"Strategic Trails","Strategic Trails opens like a classic Strategy game, then quickly reveals Dice layers that reward long-form table memory. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Miniatures|Dice|Cards,Strategy,89.10,2,8,45,"Silver Oak Studio","Elliot Mercer",2002,/images/fixtures/game_0521.png,2026-03-08T10:30:37+00:00,2026-03-26T10:29:41+00:00,"0.9687,0.7182,-0.8603,0.646,0.4403,-0.7471,-0.6984,0.9673"
522,"Tigris and Euphrates Elegant","Tigris and Euphrates Elegant blends Party structure with Campaign chaos, delivering 32-minute arcs where every decision compounds into later chapters. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 32 minutes where adaptation beats scripted play. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Few designs blend Party and Campaign this smoothly while remaining approachable across varied player counts.",,"Cards|Miniatures|Tile Laying|Campaign",Party,65.43,2,7,105,"Nimbus Games","Lena Ortiz",2021,/images/fixtures/game_0522.png,2025-06-16T17:20:44+00:00,2026-03-26T10:29:41+00:00,"0.0067,0.8403,-0.4006,-0.0515,-0.1505,-0.3084,0.0667,0.4668"
523,"Inis against Tatari","Inis against Tatari is a expert optimization Co-op title for 1–8 players that leans into Solo and Dice and draft-and-resolve rounds play. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 12 tiles and layered markers support deep positional planning. A standout mechanic tied to Solo means even safe plans can collapse if opponents read your tempo one round ahead. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Dice,Co-op,36.09,3,7,136,"Clockwork Labs","Soraya Kline",1999,/images/fixtures/game_0523.png,2025-07-08T12:03:40+00:00,2026-03-26T10:29:41+00:00,"0.9874,-0.9681,0.2443,-0.2552,0.0486,-0.7824,0.031,-0.1874"
524,"Nana: Guild","Designed for expert optimization tables, Nana: Guild channels political intrigue into a ruleset that stays readable while outcomes stay unpredictable. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Action windows stay short, but consequence chains run long, especially in sessions around 144 minutes where adaptation beats scripted play. If your table likes post-game debriefs, Nana: Guild will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Dice",Eurogame,54.87,4,10,30,"Indigo Forge","Elliot Mercer",1992,/images/fixtures/game_0524.png,2025-08-09T07:35:52+00:00,2026-03-26T10:29:41+00:00,"-0.4638,-0.9763,0.7589,-0.5135,-0.5369,-0.35,-0.6778,0.6158"
525,"Galactic Chronicles","Galactic Chronicles opens like a classic Family game, then quickly reveals Engine Building layers that reward long-form table memory. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Campaign logs track table history, so failed gambits still unlock content; expect up to 8 relic-style upgrades that alter scoring priorities. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Dice|Engine Building|Miniatures|Tile Laying",Family,68.50,4,8,115,"Arcana Works","Lena Ortiz",2013,/images/fixtures/game_0525.png,2025-05-16T12:44:41+00:00,2026-03-26T10:29:41+00:00,"0.1937,0.7003,-0.8554,0.8481,0.5715,0.977,-0.3863,-0.7306"
526,"El Grande: Harvest","Designed for mid-weight hobby tables, El Grande: Harvest channels mythic restoration into a ruleset that stays readable while outcomes stay unpredictable. A standout mechanic tied to Miniatures means even safe plans can collapse if opponents read your tempo one round ahead. Economy rails are intentionally unstable: once players trigger threshold events, 7 new scoring hooks reshape optimal lines. Few designs blend Party and Miniatures this smoothly while remaining approachable across varied player counts.",,"Solo|Dice|Tile Laying|Miniatures",Party,87.36,3,8,66,"Clockwork Labs","Marcus Thorne",2022,/images/fixtures/game_0526.png,2026-02-24T05:48:45+00:00,2026-03-26T10:29:41+00:00,"0.047,-0.5681,-0.1861,-0.1725,0.1501,-0.3211,-0.7885,-0.0675"
527,"Obsidian Conclave","Part campaign and part systems puzzle, Obsidian Conclave asks 1–7 players players to master Deck Building priorities under scarce pressure. By mid-campaign, 6 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Legacy","Deck Building",38.95,1,8,142,"Silver Oak Studio","Elliot Mercer",2019,/images/fixtures/game_0527.png,2025-10-09T07:29:24+00:00,2026-03-26T10:29:41+00:00,"-0.8791,-0.605,-0.1046,-0.1566,0.8264,0.7045,-0.557,-0.5774"
528,"Azul Tactical","At its core, Azul Tactical is a Thematic design where Legacy, Miniatures and Cards mechanisms collide with programmed actions pacing for 1–3 players groups. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Legacy|Miniatures|Cards,Thematic,70.67,2,7,48,"Silver Oak Studio","Lena Ortiz",2009,/images/fixtures/game_0528.png,2025-06-07T18:41:06+00:00,2026-03-26T10:29:41+00:00,"0.3895,-0.1459,-0.8323,-0.5581,0.4457,-0.3357,-0.8443,-0.5421"
529,"Orbit under Chronicles","Orbit under Chronicles opens like a classic Thematic game, then quickly reveals Dice layers that reward long-form table memory. Round structure forces meaningful tradeoffs between tempo and efficiency; over 7 chapters, even small resource leaks become strategic liabilities. Veteran groups report that Orbit under Chronicles shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Cards|Miniatures|Dice,Thematic,48.62,1,8,127,"Nimbus Games","Akira Flynn",1994,/images/fixtures/game_0529.png,2026-02-14T17:16:00+00:00,2026-03-26T10:29:41+00:00,"0.6179,0.7359,-0.6946,0.6833,-0.3175,-0.087,-0.4505,-0.0309"
530,"Luminous Trio","Luminous Trio blends Family structure with Engine Building chaos, delivering 63-minute arcs where every decision compounds into later chapters. Core turns revolve around programmed actions: commit actions, resolve conflicts, then pivot as event decks introduce 7 escalating complications. Only adaptable crews master Luminous Trio, where a reputation system unlocks asymmetric late-game powers and long-term planning matter as much as tactical brilliance.",,"Engine Building|Tile Laying|Miniatures|Campaign",Family,23.45,1,8,108,"Arcana Works","Marcus Thorne",2020,/images/fixtures/game_0530.png,2025-04-15T18:04:37+00:00,2026-03-26T10:29:41+00:00,"0.04,-0.4291,-0.7157,-0.25,0.2478,-0.8257,-0.4248,-0.1282"
531,"Royal Tatari","Royal Tatari blends Strategy structure with Legacy chaos, delivering 91-minute arcs where every decision compounds into later chapters. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Your group manages swingy economies while chasing milestone bonuses; by chapter 7 the board can contain over 28 modular tiles. Few designs blend Strategy and Legacy this smoothly while remaining approachable across varied player counts.",,"Legacy|Dice|Miniatures|Tile Laying",Strategy,31.68,4,10,164,"Nimbus Games","Nico Valdez",2001,/images/fixtures/game_0531.png,2025-06-09T03:03:29+00:00,2026-03-26T10:29:41+00:00,"0.0102,-0.941,0.0864,0.3895,-0.6731,-0.2374,-0.9593,0.2483"
532,"Protocol for Outpost","Protocol for Outpost frames city-building tension as a living sandbox: each scenario escalates pressure while 2–7 players teams improvise around shifting incentives. Hidden information is sparse but impactful, creating tense reveals that reward inference rather than guesswork. Map states remain highly legible despite scale; by late game, up to 15 tiles and layered markers support deep positional planning. If your table likes post-game debriefs, Protocol for Outpost will spark them—nearly every finale feels earned, messy, and memorable.",,"Miniatures|Tile Laying|Dice",Party,82.58,4,7,167,"Arcana Works","Nico Valdez",1995,/images/fixtures/game_0532.png,2025-10-21T22:40:06+00:00,2026-03-26T10:29:41+00:00,"-0.4116,0.6398,0.6297,0.5215,0.5454,-0.0443,0.4332,-0.5506"
533,"Crimson Council","Crimson Council is a expert optimization Deck Building title for 1–3 players that leans into Engine Building, Miniatures and Legacy and real-time bursts play. Map states remain highly legible despite scale; by late game, up to 27 tiles and layered markers support deep positional planning. Veteran groups report that Crimson Council shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,"Engine Building|Miniatures|Legacy","Deck Building",26.80,3,10,56,"Indigo Forge","Marcus Thorne",2006,/images/fixtures/game_0533.png,2026-02-13T08:04:08+00:00,2026-03-26T10:29:41+00:00,"-0.7494,0.2614,-0.3159,-0.0025,0.9509,-0.6351,-0.5328,-0.0616"
534,"Guild under Legacy","Part campaign and part systems puzzle, Guild under Legacy asks 2–6 players players to master Co-op priorities under scarce pressure. Action windows stay short, but consequence chains run long, especially in sessions around 97 minutes where adaptation beats scripted play. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Solo|Dice|Legacy,Co-op,77.01,1,9,66,"Clockwork Labs","Elliot Mercer",2006,/images/fixtures/game_0534.png,2025-12-29T01:23:07+00:00,2026-03-26T10:29:41+00:00,"-0.609,-0.1654,-0.7142,0.2148,-0.6698,0.0967,0.7266,-0.4709"
535,"Trailblazers Clever","Part campaign and part systems puzzle, Trailblazers Clever asks 2–6 players players to master Family priorities under attritional pressure. A standout mechanic tied to Tile Laying means even safe plans can collapse if opponents read your tempo one round ahead. Campaign logs track table history, so failed gambits still unlock content; expect up to 9 relic-style upgrades that alter scoring priorities. Few designs blend Family and Tile Laying this smoothly while remaining approachable across varied player counts.",,"Legacy|Miniatures|Tile Laying|Engine Building",Family,69.89,4,5,81,"Nimbus Games","Nico Valdez",2001,/images/fixtures/game_0535.png,2025-12-03T19:19:20+00:00,2026-03-26T10:29:41+00:00,"0.2209,0.4234,0.4655,0.6724,0.748,0.9107,0.3468,0.8402"
536,"Astral Harbor","Astral Harbor opens like a classic Eurogame game, then quickly reveals Miniatures layers that reward long-form table memory. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Core turns revolve around real-time bursts: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Solo|Miniatures|Dice,Eurogame,37.63,4,5,83,"Clockwork Labs","Akira Flynn",2011,/images/fixtures/game_0536.png,2026-03-05T13:32:48+00:00,2026-03-26T10:29:41+00:00,"0.2919,0.1967,-0.7963,-0.8932,0.3746,0.5839,-0.2294,0.92"
537,"Trio: El Grande","At its core, Trio: El Grande is a Co-op design where Campaign and Cards mechanisms collide with real-time bursts pacing for 1–5 players groups. By mid-campaign, 7 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Campaign|Cards,Co-op,23.52,3,8,97,"Arcana Works","Lena Ortiz",2007,/images/fixtures/game_0537.png,2026-01-04T19:41:01+00:00,2026-03-26T10:29:41+00:00,"0.0331,0.5765,-0.8386,-0.4404,-0.3886,0.8766,0.8084,-0.7004"
538,"Trailblazers Classy","Trailblazers Classy is a expert optimization Eurogame title for 2–5 players that leans into Engine Building and Cards and draft-and-resolve rounds play. A standout mechanic tied to Cards means even safe plans can collapse if opponents read your tempo one round ahead. Core turns revolve around draft-and-resolve rounds: commit actions, resolve conflicts, then pivot as event decks introduce 6 escalating complications. Few designs blend Eurogame and Cards this smoothly while remaining approachable across varied player counts.",,"Engine Building|Cards",Eurogame,20.32,4,9,146,"Arcana Works","Elliot Mercer",2004,/images/fixtures/game_0538.png,2026-03-06T22:01:18+00:00,2026-03-26T10:29:41+00:00,"0.8197,-0.9819,-0.4301,0.5982,0.054,-0.4333,0.7215,0.2074"
539,"Voyage against Vault","Voyage against Vault blends Eurogame structure with Dice chaos, delivering 59-minute arcs where every decision compounds into later chapters. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Your group manages tight economies while chasing milestone bonuses; by chapter 7 the board can contain over 17 modular tiles. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Few designs blend Eurogame and Dice this smoothly while remaining approachable across varied player counts.",,"Miniatures|Engine Building|Cards|Dice",Eurogame,50.38,1,9,68,"Arcana Works","Akira Flynn",2000,/images/fixtures/game_0539.png,2025-08-25T06:42:02+00:00,2026-03-26T10:29:41+00:00,"-0.567,0.0148,-0.8327,-0.2278,0.6107,-0.6024,-0.8677,0.8505"
540,"Captivating Nebula","Captivating Nebula blends Strategy structure with Cards chaos, delivering 170-minute arcs where every decision compounds into later chapters. Campaign logs track table history, so failed gambits still unlock content; expect up to 3 relic-style upgrades that alter scoring priorities. Few designs blend Strategy and Cards this smoothly while remaining approachable across varied player counts.",,Legacy|Cards|Miniatures|Solo,Strategy,70.68,1,8,141,"Nimbus Games","Marcus Thorne",1991,/images/fixtures/game_0540.png,2025-11-01T22:05:25+00:00,2026-03-26T10:29:41+00:00,"0.3297,-0.0123,-0.392,-0.4092,0.6812,-0.8754,0.7655,0.4217"
541,"Nana of Citadel","Nana of Citadel opens like a classic Thematic game, then quickly reveals Tile Laying layers that reward long-form table memory. Core turns revolve around sequential tactical turns: commit actions, resolve conflicts, then pivot as event decks introduce 9 escalating complications. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Solo|Cards|Engine Building",Thematic,55.36,2,6,79,"Arcana Works","Nico Valdez",1998,/images/fixtures/game_0541.png,2025-07-20T07:55:08+00:00,2026-03-26T10:29:41+00:00,"0.2085,0.0375,-0.4018,0.2988,-0.9443,-0.8131,-0.7477,-0.2801"
