id,title,description,image_prompt,tags,categories,price,player_count_min,player_count_max,play_time_minutes,publisher,designer,release_year,image_url,created_at,updated_at,description_vector
24,"Hidden Conclave","Hidden Conclave frames political intrigue as a living sandbox: each scenario escalates pressure while 1–7 players teams improvise around shifting incentives. Round structure forces meaningful tradeoffs between tempo and efficiency; over 3 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,"Campaign|Tile Laying|Engine Building","Deck Building",27.60,1,9,131,"Arcana Works","Marcus Thorne",1999,/images/fixtures/game_0024.png,2025-12-10T12:28:58+00:00,2026-03-25T06:56:50+00:00,"-0.6077,-0.7295,0.6372,-0.5636,-0.2018,-0.2605,0.4719,0.0641"
25,"Nana Sharp","Nana Sharp blends Eurogame structure with Miniatures chaos, delivering 79-minute arcs where every decision compounds into later chapters. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 18 tiles and layered markers support deep positional planning. Because scoring vectors drift over time, tables that over-specialize early often get punished once Miniatures effects begin stacking. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Engine Building|Tile Laying|Miniatures",Eurogame,81.64,1,7,36,"Indigo Forge","Nico Valdez",1994,/images/fixtures/game_0025.png,2026-01-24T06:38:28+00:00,2026-03-25T06:56:50+00:00,"-0.1858,0.1517,-0.361,-0.8891,0.1889,-0.9654,0.0911,-0.1356"
26,"Alien Labyrinth","Alien Labyrinth frames expedition survival as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. Action windows stay short, but consequence chains run long, especially in sessions around 63 minutes where adaptation beats scripted play. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,"Tile Laying|Miniatures",Thematic,47.09,1,5,149,"Silver Oak Studio","Soraya Kline",2002,/images/fixtures/game_0026.png,2026-01-05T21:24:10+00:00,2026-03-25T06:56:50+00:00,"-0.4662,-0.0822,-0.4916,0.1096,-0.1444,-0.1816,0.1999,0.9049"
27,"Cutthroat Ichor","Cutthroat Ichor frames arcane rivalry as a living sandbox: each scenario escalates pressure while 2–6 players teams improvise around shifting incentives. Its Eurogame framework encourages risky pivots, especially once table politics reshape priorities. Action windows stay short, but consequence chains run long, especially in sessions around 125 minutes where adaptation beats scripted play. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Only adaptable crews master Cutthroat Ichor, where weather tracks alter core action costs between rounds and long-term planning matter as much as tactical brilliance.",,"Tile Laying|Dice",Eurogame,82.13,2,7,129,"Silver Oak Studio","Nico Valdez",2007,/images/fixtures/game_0027.png,2025-05-21T20:27:48+00:00,2026-03-25T06:56:50+00:00,"0.5618,-0.681,0.3285,-0.2845,-0.3276,0.8533,-0.4834,-0.3407"
28,"Tigris and Euphrates: Concord","Part campaign and part systems puzzle, Tigris and Euphrates: Concord asks 2–6 players players to master Co-op priorities under predictable pressure. By mid-campaign, 9 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. Few designs blend Co-op and Tile Laying this smoothly while remaining approachable across varied player counts.",,"Campaign|Legacy|Cards|Tile Laying",Co-op,43.94,4,5,162,"Clockwork Labs","Akira Flynn",2003,/images/fixtures/game_0028.png,2025-12-18T06:50:15+00:00,2026-03-25T06:56:50+00:00,"0.1135,-0.5847,-0.8731,0.9605,-0.2707,-0.6853,-0.3655,-0.7042"
29,"Sunken Concord","Sunken Concord opens like a classic Party game, then quickly reveals Cards layers that reward long-form table memory. By mid-campaign, 3 relic slots and rotating objectives create dense interaction where denial play is as valuable as raw points. If your table likes post-game debriefs, Sunken Concord will spark them—nearly every finale feels earned, messy, and memorable.",,"Solo|Tile Laying|Cards|Campaign",Party,83.49,4,10,154,"Clockwork Labs","Marcus Thorne",2019,/images/fixtures/game_0029.png,2025-10-13T11:28:40+00:00,2026-03-25T06:56:50+00:00,"-0.9944,-0.8435,0.2705,-0.0476,-0.5728,-0.0532,-0.1972,0.6248"
30,"Celtic Nana","At its core, Celtic Nana is a Family design where Tile Laying, Legacy and Miniatures mechanisms collide with sequential tactical turns pacing for 1–5 players groups. A standout mechanic tied to Miniatures means even safe plans can collapse if opponents read your tempo one round ahead. Action windows stay short, but consequence chains run long, especially in sessions around 130 minutes where adaptation beats scripted play. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,"Tile Laying|Legacy|Miniatures",Family,54.56,2,5,180,"Indigo Forge","Soraya Kline",2022,/images/fixtures/game_0030.png,2025-05-21T17:57:59+00:00,2026-03-25T06:56:50+00:00,"-0.8806,0.5958,-0.6838,0.3199,0.4576,0.7778,-0.4156,-0.198"
31,"Azul Classic","Azul Classic is a brain-burner Strategy title for 1–3 players that leans into Tile Laying and Engine Building and real-time bursts play. Action windows stay short, but consequence chains run long, especially in sessions around 66 minutes where adaptation beats scripted play. If your table likes post-game debriefs, Azul Classic will spark them—nearly every finale feels earned, messy, and memorable.",,"Tile Laying|Engine Building",Strategy,51.43,1,7,104,"Indigo Forge","Elliot Mercer",2013,/images/fixtures/game_0031.png,2026-01-16T14:56:30+00:00,2026-03-25T06:56:50+00:00,"0.5912,-0.8994,0.1702,0.1827,0.1698,-0.1097,-0.0055,0.6291"
32,"Strategic Orbit","Strategic Orbit frames arcane rivalry as a living sandbox: each scenario escalates pressure while 1–3 players teams improvise around shifting incentives. Scenario goals favor adaptive teams: one mission asks for diplomatic efficiency, the next demands aggressive engine conversion under time pressure. Map states remain highly legible despite scale; by late game, up to 30 tiles and layered markers support deep positional planning. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Dice|Solo,Party,50.81,1,9,30,"Arcana Works","Akira Flynn",2002,/images/fixtures/game_0032.png,2025-07-16T04:35:25+00:00,2026-03-25T06:56:50+00:00,"-0.4509,0.987,0.6555,0.84,-0.5417,-0.3143,0.4339,0.633"
33,"Ra: Outpost","Part campaign and part systems puzzle, Ra: Outpost asks 2–8 players players to master Party priorities under risk-loaded pressure. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Map states remain highly legible despite scale; by late game, up to 26 tiles and layered markers support deep positional planning. If your table likes post-game debriefs, Ra: Outpost will spark them—nearly every finale feels earned, messy, and memorable.",,"Legacy|Miniatures|Tile Laying",Party,28.94,4,6,55,"Silver Oak Studio","Marcus Thorne",2023,/images/fixtures/game_0033.png,2025-03-31T07:17:09+00:00,2026-03-25T06:56:50+00:00,"0.5244,0.7998,-0.5291,0.6395,-0.3296,0.6091,0.9666,0.1117"
34,"Outpost against Comet","Built around Abstract systems, Outpost against Comet pushes Miniatures choices across 11 linked sessions and rewards tables that enjoy city-building tension. Its Abstract framework encourages risky pivots, especially once table politics reshape priorities. Your group manages predictable economies while chasing milestone bonuses; by chapter 5 the board can contain over 23 modular tiles. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Expect repeat plays to diverge quickly: opening lines may look familiar, but midgame states rarely resolve the same way twice.",,Campaign|Miniatures,Abstract,36.40,2,6,88,"Arcana Works","Elliot Mercer",2018,/images/fixtures/game_0034.png,2025-04-09T06:36:12+00:00,2026-03-25T06:56:50+00:00,"-0.1589,0.613,-0.1047,0.5823,0.4644,-0.2856,-0.3924,-0.6896"
35,"Scout: Caravan","Scout: Caravan is a newcomer-friendly Abstract title for 2–4 players that leans into Campaign, Legacy and Dice and initiative bidding play. Because scoring vectors drift over time, tables that over-specialize early often get punished once Dice effects begin stacking. Round structure forces meaningful tradeoffs between tempo and efficiency; over 4 chapters, even small resource leaks become strategic liabilities. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Campaign|Legacy|Dice,Abstract,46.51,1,5,150,"Indigo Forge","Soraya Kline",1993,/images/fixtures/game_0035.png,2025-06-16T22:02:42+00:00,2026-03-25T06:56:50+00:00,"0.0682,-0.9823,-0.336,-0.8488,-0.998,0.6428,0.5556,0.9184"
36,"Ra: Frontier","At its core, Ra: Frontier is a Deck Building design where Cards, Solo and Engine Building mechanisms collide with programmed actions pacing for 1–7 players groups. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Map states remain highly legible despite scale; by late game, up to 14 tiles and layered markers support deep positional planning. Only adaptable crews master Ra: Frontier, where legacy stickers permanently buff underused strategies and long-term planning matter as much as tactical brilliance.",,"Cards|Solo|Engine Building","Deck Building",31.10,4,10,149,"Silver Oak Studio","Nico Valdez",1993,/images/fixtures/game_0036.png,2025-11-28T06:02:40+00:00,2026-03-25T06:56:50+00:00,"0.1536,0.1915,0.9038,0.4032,-0.828,0.0943,0.1215,-0.2981"
37,"Legendary Inis","Designed for family-plus strategy tables, Legendary Inis channels guild conspiracies into a ruleset that stays readable while outcomes stay unpredictable. Its Co-op framework encourages risky pivots, especially once table politics reshape priorities. Map states remain highly legible despite scale; by late game, up to 15 tiles and layered markers support deep positional planning. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Win or lose, Legendary Inis tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,Dice|Campaign,Co-op,48.11,1,9,143,"Silver Oak Studio","Soraya Kline",2019,/images/fixtures/game_0037.png,2025-09-03T19:16:24+00:00,2026-03-25T06:56:50+00:00,"-0.1126,0.5567,-0.7733,-0.9121,-0.559,0.1415,-0.8,-0.4953"
38,"Scout Elegant","Designed for expert optimization tables, Scout Elegant channels expedition survival into a ruleset that stays readable while outcomes stay unpredictable. Mission cadence alternates between tactical crunch and narrative resolution, preventing decision fatigue while preserving competitive tension. Core turns revolve around simultaneous planning: commit actions, resolve conflicts, then pivot as event decks introduce 5 escalating complications. If your group values depth with momentum, this one delivers a rare mix of sharp tactical play and evolving campaign texture.",,Cards|Miniatures|Legacy,Party,61.94,4,5,180,"Silver Oak Studio","Lena Ortiz",2000,/images/fixtures/game_0038.png,2025-04-19T04:55:10+00:00,2026-03-25T06:56:50+00:00,"0.509,0.8742,0.3349,0.9339,-0.1227,-0.9433,0.2499,0.737"
39,"Scout Astral","Part campaign and part systems puzzle, Scout Astral asks 1–7 players players to master Party priorities under attritional pressure. Its Party framework encourages risky pivots, especially once table politics reshape priorities. Your group manages attritional economies while chasing milestone bonuses; by chapter 6 the board can contain over 18 modular tiles. Negotiation matters more than it first appears; temporary coalitions routinely form, fracture, and reform inside a single chapter. Veteran groups report that Scout Astral shines brightest after a few sessions, once subtle timing windows and bluff cues become legible.",,Miniatures|Legacy|Campaign,Party,80.67,4,7,35,"Nimbus Games","Akira Flynn",1990,/images/fixtures/game_0039.png,2025-07-06T14:39:13+00:00,2026-03-25T06:56:50+00:00,"-0.0818,-0.966,0.5326,-0.8318,-0.8675,-0.0727,0.6521,0.3115"
40,"Ego Bold","Designed for campaign-first tables, Ego Bold channels arcane rivalry into a ruleset that stays readable while outcomes stay unpredictable. Campaign logs track table history, so failed gambits still unlock content; expect up to 5 relic-style upgrades that alter scoring priorities. Win or lose, Ego Bold tends to produce table stories that reference specific gambits and betrayals for weeks afterward.",,"Campaign|Engine Building|Cards",Thematic,25.82,3,6,148,"Clockwork Labs","Akira Flynn",1996,/images/fixtures/game_0040.png,2025-09-26T06:37:59+00:00,2026-03-25T06:56:50+00:00,"0.3814,-0.9577,-0.4821,0.6282,0.0084,0.5306,-0.0168,0.3859"
41,"Thrilling Vault","Thrilling Vault blends Eurogame structure with Cards chaos, delivering 127-minute arcs where every decision compounds into later chapters. Component design supports readability at scale: icon-first cards, layered reference boards, and phase reminders keep late-game turns moving. Economy rails are intentionally unstable: once players trigger threshold events, 6 new scoring hooks reshape optimal lines. The late game stays dramatic without becoming random, making each finale feel like the natural consequence of earlier risks.",,Legacy|Cards,Eurogame,68.34,3,9,132,"Silver Oak Studio","Marcus Thorne",2006,/images/fixtures/game_0041.png,2025-11-23T22:05:21+00:00,2026-03-25T06:56:50+00:00,"-0.6601,0.3215,0.7512,0.2694,-0.2646,-0.0495,-0.9277,-0.6504"
